age,education_level,experience_years,department,job_level,manager_tenure,projects_completed,story_points_completed,billable_hours_ratio,avg_task_delay_days,on_time_delivery_rate,bug_count,code_review_score,defect_density,training_hours,certifications_count,sick_days,unplanned_leaves,peer_feedback_score,manager_score,kudos_count,promotions_last_2_years,salary_percentile,performance_score,performance_band
57,Master,34,HR,3,13,11,81,0.41812460687876063,0.16803073108473265,0.420055919855933,36,2.8884669769329636,4.554711707293676,33,0,8,7,4.888626038139,2.534888698877818,1,1,39.34135763504242,0.3475133842246332,Low
35,PhD,11,IT,2,17,7,158,0.9778288720694785,3.1057287130556306,0.620051245855564,38,2.5316373127191425,8.295224152883748,54,4,12,3,1.8590375998498883,1.4766281821618592,5,1,73.39364547332842,0.3684778168594123,Low
52,Bachelor,30,HR,3,12,6,130,0.6170183522908581,13.595800137534814,0.5422422347045068,33,2.004633605433143,9.75068922598717,58,9,8,8,1.7476478591623037,1.9797561827746253,11,2,92.12864116801073,0.3138261694591783,Low
36,Master,13,Operations,1,10,7,20,0.9620005759087171,16.122378162070593,0.6683637808942733,32,3.416821919453217,8.734731710560043,2,0,4,7,2.8197402871897785,1.4005731509534045,18,0,25.167940386031027,0.37790090538871757,Low
29,Bachelor,8,Operations,1,15,8,175,0.7737740305410328,16.854638623272713,0.4434258359164735,43,4.519408192154864,2.271497467713269,16,0,3,2,3.9910611085601286,4.2299949266266434,14,1,35.52355173305026,0.357346222689248,Low
35,Master,12,HR,5,16,6,81,0.5111108089114861,7.1323578908085175,0.9724789849426435,41,2.2986450687407762,0.08031863875622935,77,1,11,2,2.1264024409410056,1.5409593119388902,18,0,15.39609941044262,0.39451368695472677,Low
44,PhD,21,IT,1,7,3,115,0.43181176744197447,-0.03452214957892963,0.5339532406416165,39,2.584942098149214,4.920817053884151,77,1,8,7,1.0795196347891216,3.381493466195574,11,1,69.07228942289689,0.3728097488838359,Low
42,PhD,19,HR,3,18,2,134,0.5126145323575695,7.631192500591638,0.9533846652901509,32,2.6265020701999355,5.313608316952668,45,8,8,1,3.164882512131576,2.3709616543553835,17,1,96.01884300099253,0.5005149678432936,Medium
37,Master,13,HR,4,19,12,44,0.36511218648387245,3.076160984555183,0.6555358930220091,11,3.2432493671100686,2.0125036455116962,37,3,14,8,4.826402271069231,1.903913538620734,15,1,64.09522198481756,0.468891277070386,Low
39,PhD,18,HR,4,14,7,128,0.40070757644033084,4.406322009925732,0.9913144799531308,1,1.9136358462697545,2.8467439194681763,34,2,2,3,2.5651074216277823,3.557873757968415,1,2,61.70765300062263,0.4991500054507004,Low
45,Master,23,Sales,5,8,12,23,0.3732623082425368,14.989886250425126,0.7324350300761264,27,4.288844621230817,7.6515316084854685,0,0,4,5,2.6805382167324017,2.8280092375077626,10,0,55.34899305004339,0.3211361329914339,Low
47,PhD,26,Operations,3,19,12,23,0.5960604806190903,-0.3384041074304889,0.9584997185054844,9,2.182409110016885,4.703472587131338,28,1,2,2,4.875606868456152,2.6005818691382365,11,2,8.845574068553653,0.49552722045850556,Low
46,Bachelor,24,Finance,3,9,12,19,0.8569048633803105,16.206786784575446,0.4032093932165337,21,3.8214507635867276,3.1735408360025663,3,5,9,2,3.7784304465069134,3.3714080195688862,4,1,72.95038264293837,0.36705393469950437,Low
50,PhD,26,Finance,1,11,11,149,0.39896848795143813,7.408719888131719,0.84894328370854,16,3.052862967118208,6.226260273619194,60,8,1,2,3.8766876913685007,2.965070513960003,5,2,60.20495435493508,0.5553567373227901,Medium
36,Bachelor,12,Sales,3,19,1,47,0.3912243032206351,11.113406484213092,0.9418303918615093,25,3.3435904134110275,6.527597559761253,96,4,0,9,3.2508080214842705,2.213936834206243,10,2,66.1476768856287,0.5224090858984005,Medium
22,PhD,0,HR,2,0,3,117,0.7504002646621315,-0.027650912815061934,0.4838323401873725,2,1.7184349553092115,7.693957768408022,16,3,11,1,4.898436843452966,3.2362451510610066,9,2,89.88110930274216,0.4712384405256142,Low
46,Bachelor,22,Sales,1,19,12,128,0.43802808737764637,5.421899723860152,0.45767551103929094,6,3.940092792712682,1.5670929576291914,27,4,9,7,3.7554659377022244,3.6779943062027782,3,0,78.39607870610179,0.4756607451348352,Low
28,PhD,6,Sales,2,8,11,43,0.36832702667629413,-0.02657978167339281,0.6547435643115733,43,1.7544820761705244,7.415172523269903,49,8,1,8,4.580131006420678,1.1067726343474171,8,2,78.0915252154526,0.3489924801217503,Low
30,Bachelor,7,IT,5,14,4,178,0.4167940047439043,19.15396190338441,0.9602073436797611,7,1.4538945505097565,5.994283921104185,89,6,7,7,3.7975154629328847,2.8634869156307015,11,2,92.71837688793477,0.4613048236411028,Low
45,Master,23,Operations,4,0,13,19,0.9466119771137431,15.75975628517751,0.7254319361142633,19,3.186717999555148,0.5757186530279712,7,7,10,9,3.940463299361584,1.230733138334175,9,2,98.99349514629996,0.39865048301569966,Low
22,Master,1,Finance,5,11,14,131,0.8750298769433336,8.111920595842125,0.7164738782330393,11,3.837188547670661,7.7744562825341115,33,3,7,2,2.161643688568986,1.7456216562724443,13,2,58.128273196105965,0.4109267209886978,Low
29,Bachelor,5,HR,4,2,1,154,0.5478451936485659,2.9192560631207645,0.48467567097959313,34,1.200143345739027,3.8308028133318506,58,7,2,6,2.213914792055276,3.2420349363118923,4,2,10.888161603116576,0.36945647199084075,Low
45,PhD,21,Finance,5,10,5,154,0.7590745371291749,18.536012315496748,0.4004737066559313,16,1.2775812597621683,3.3038093432963755,17,5,6,9,4.131938598304117,4.464755661062323,0,2,45.91299077754364,0.3405939214483796,Low
32,Bachelor,11,Finance,3,1,10,199,0.6760929715676266,5.581125105993379,0.8860840544472768,27,4.2107166508236755,4.480751515816344,94,4,6,1,2.1868251566795984,4.531222716753939,4,2,78.76011464616444,0.6170793344593235,Medium
38,PhD,16,Operations,2,15,3,124,0.7739869844377947,1.5416574971222445,0.452544737791743,40,4.236130798029328,3.461750773061291,58,6,1,3,3.2510802832061265,1.279776040554525,15,1,2.772532476184919,0.42177785204055096,Low
29,Master,6,Finance,4,8,2,10,0.7778698067239315,10.389616545987007,0.7803098912411943,9,1.9812188682363248,3.3828559220990906,26,5,8,5,1.9974092436268078,2.6764203451468265,4,2,5.688743835614907,0.4164827267288241,Low
56,PhD,33,Finance,1,14,3,21,0.740113810541995,18.763030647585953,0.9487698727091148,21,3.460912811200814,8.080776677006256,15,2,2,4,4.267933523236278,3.332025932018205,4,2,6.715778238282133,0.4525274771501589,Low
56,Master,35,Sales,2,11,8,112,0.48627095797611597,-1.9157336089929033,0.5251911478950586,37,2.772720300578638,1.2450525436569226,9,4,1,8,1.44200540491076,1.5882796182013736,17,0,73.10357583283108,0.25460484767412483,Low
54,PhD,31,Operations,1,0,6,13,0.3273044945339727,3.2387465515879725,0.7991637017421465,32,3.530784165614052,9.706000678574586,75,8,11,9,4.317786559046658,4.061728866979086,5,1,50.116662856317205,0.5316067564891392,Medium
26,PhD,4,IT,2,12,13,179,0.6188967473930762,18.645848089028966,0.4472191460245057,21,4.4515171363969,5.549316443743432,21,6,2,3,3.4109192020304073,3.9769410337489552,17,2,36.889794352059354,0.45482952618094963,Low
49,PhD,27,HR,2,13,14,150,0.9236817192834925,1.763891270857565,0.7622530863025678,43,1.319425698329026,1.829239984213129,15,3,1,4,1.7476381393083091,4.613364054827178,9,0,10.5617045261736,0.3587198183339437,Low
28,Bachelor,7,Finance,5,7,7,107,0.6986480809630031,0.49135593607603667,0.49835903257192166,36,4.111937703953817,1.312154829316865,11,6,14,3,3.1681415420244727,1.033944048333772,14,2,73.22402502058891,0.38795437280122075,Low
30,Bachelor,8,HR,4,7,12,115,0.8826737291913356,10.544118747595698,0.8415721363091069,12,2.9721164180841573,5.915095321349826,74,4,7,7,2.129995347389362,1.8667369759560106,10,2,32.101981055089965,0.5140877410995495,Medium
29,Master,5,IT,4,11,6,94,0.9941370400728597,16.960564112486257,0.5807387768763449,26,3.256507775047986,6.32999443846928,83,1,4,7,2.2938693389219864,4.308746856981287,18,2,26.53240700646672,0.4506257666580846,Low
33,Master,12,HR,2,0,6,130,0.4145313428967934,8.496415989266374,0.6780346052827877,14,3.615725440068481,0.5302577102981076,50,5,2,2,2.4061121663875213,3.6823202033077416,12,2,65.2319201553551,0.4917990661799969,Low
55,Bachelor,33,IT,3,10,12,141,0.7842443473993876,19.880413647059545,0.759658325216573,21,4.69049259651643,2.430019141287858,0,6,4,0,1.2532769878892838,4.5775594147939636,19,2,55.90108925968418,0.4886134839094841,Low
54,Master,33,Sales,3,7,3,91,0.7720055015900171,12.941777389835842,0.5027640463997438,29,1.2268798142069515,7.9546192122146735,26,7,10,5,4.94384673760567,1.228718618121066,2,0,36.24106418133016,0.34575588369740745,Low
44,Bachelor,21,Finance,1,9,12,28,0.9859688131507949,-0.37035204137014976,0.8449826911705726,42,1.1179054084977906,0.49624627743525496,66,5,10,1,1.1261385125248964,3.3878558628657713,15,2,64.1487470805588,0.4021077635888936,Low
45,PhD,23,IT,1,18,13,139,0.9899205137669602,19.842306897003457,0.5815842043820887,39,1.713047125955094,8.55088663906036,11,7,7,1,3.6499874927371136,3.2761862995746966,6,0,27.12215203841182,0.3221389098468879,Low
58,Master,34,HR,5,10,14,21,0.7806750282068906,6.97367320916419,0.7974231159476521,36,4.945790904106946,6.581624765263335,29,6,6,2,2.4849105910297222,1.1426976654421295,11,2,79.48302616043267,0.4131192104866512,Low
56,Master,34,Finance,2,6,8,90,0.470530354387536,4.3228557446006155,0.4949698304196242,33,3.8603054695111028,4.344232593632048,8,1,5,7,3.5840411637867957,3.054088307649934,14,0,22.931895030765393,0.3479396690666416,Low
43,Bachelor,22,Sales,1,10,12,83,0.8589890866914194,10.273342038713484,0.8128705955238102,43,3.4585644762180077,3.4643284897091586,52,5,13,2,2.424993012350335,3.438081245239697,7,1,15.883769538201564,0.4985554026714382,Low
48,Master,27,Finance,1,16,7,107,0.37492039394772664,4.694767020059015,0.47691284368627707,33,1.1881562136589916,0.19248963848893963,60,8,12,6,3.695002585035435,1.765172696808429,16,2,78.24394094988749,0.3414300033444968,Low
56,Master,34,IT,2,0,7,15,0.84648951292014,-0.09793484335664893,0.6552138977619901,47,4.51644089557186,8.252149457518431,53,5,0,9,3.916942037873443,2.0933183324986517,0,1,70.78920306979332,0.5191133447802412,Medium
22,PhD,0,Sales,5,7,6,145,0.9371372869012875,-1.9685764522581122,0.5483236442433261,34,4.251027413188638,1.427218539685381,36,3,9,9,3.7622105615985793,3.561389385190948,7,1,18.263897570179843,0.45677956976265993,Low
56,Master,32,HR,1,5,5,134,0.5679833763379046,7.890833764245771,0.8490251496569096,41,3.6592001754683396,3.095419918620881,64,6,0,8,1.455847925432609,2.8732037903998333,13,1,11.624575268993798,0.3951209887406739,Low
58,PhD,34,Sales,5,17,10,60,0.7414447064881563,16.41099528898503,0.5572210027041248,18,2.356523261938811,5.6910698036280385,41,2,0,7,3.6275729386187385,4.432054630273307,9,2,83.83990884866921,0.45568386147599627,Low
35,Bachelor,14,Sales,4,5,8,20,0.6010999124677784,10.590934083861685,0.9290303838372378,7,1.2820198222730292,2.4599260007125423,48,4,13,0,2.1199501978163893,2.3695270640367534,18,1,77.6598482196688,0.403312892929609,Low
24,Master,2,Operations,5,4,5,194,0.60643553849169,19.9825605767557,0.9350921268439677,38,3.32015395160369,4.971404637522014,3,0,9,6,1.115205482277334,2.0666386335528046,7,0,32.725737369966424,0.2920213545296966,Low
22,PhD,0,Sales,3,12,9,136,0.517259622375684,4.3106262042384,0.5178647891336715,32,3.87877828584335,8.093428287387024,63,9,13,6,2.659322687555816,4.939463761379371,18,2,65.81974082133667,0.5109362723129558,Medium
26,Bachelor,5,Sales,3,18,9,149,0.8334907343152271,4.170011424721217,0.7683075670046347,43,1.3769614019089897,4.705379347902748,78,2,7,7,2.734172411215204,4.644543080520334,3,1,12.41601865478108,0.42415545328051024,Low
47,Master,23,Finance,5,7,1,82,0.9553235949165535,1.5144881251467726,0.4526305850319786,27,3.5350706391939837,9.48977344119596,50,7,7,9,2.868696533409786,1.1159709799959194,9,2,50.70476590476781,0.4244468770838819,Low
35,Bachelor,13,HR,3,8,6,11,0.9585256014641228,1.609398941837374,0.6349222597609775,36,2.1454642715486343,8.475006203763417,90,8,13,4,3.819296661562865,4.082914461226263,2,1,1.8730292060419873,0.5225655545816338,Medium
48,Master,24,Finance,4,16,7,17,0.4223468994124537,4.274105112221052,0.8279930377007634,47,4.056976884879247,3.330392353633942,71,8,6,9,2.2353752365698365,1.4413390953008118,3,0,39.16018809215554,0.4370765312677431,Low
30,Bachelor,7,Finance,2,2,3,148,0.9123205547595963,15.442480996017597,0.7956539481099498,24,3.158463402407348,3.9996212458393776,59,9,5,8,2.2611220524156903,1.1099407793174838,15,2,7.484282147140508,0.47443190041530287,Low
36,Bachelor,12,IT,3,18,7,133,0.8162020089989854,17.926649394001853,0.7748204016439648,35,1.5161471512417468,4.233267270225271,86,1,3,8,1.2422090249650424,2.0947820638653956,3,2,47.51471801568825,0.313050848029945,Low
36,PhD,12,Finance,3,10,11,62,0.47698618048320246,19.451917733568987,0.5695245181974662,16,3.106077790932944,6.261794529245147,78,3,0,7,3.747284863969184,2.077383516244417,19,1,42.16816468528943,0.44751057314004766,Low
47,Bachelor,24,Operations,5,16,11,19,0.3470992290450602,3.1103723901219578,0.6268149696606412,23,2.5829474534668746,2.867957291885398,90,4,14,5,3.271304365598336,4.277275049387859,19,0,44.4385026638056,0.4905985623651825,Low
34,Master,12,Operations,4,18,7,121,0.4875980868190646,17.388546003510015,0.4617676868201717,20,1.7214238731266076,9.692491388225086,30,2,14,5,2.3977004507751523,3.8426689837713406,12,2,4.5331302047994075,0.3548115522770041,Low
53,Master,32,IT,2,1,14,17,0.9385457657470679,5.221611964101415,0.8314136922601606,1,4.366062896248493,6.086842206035009,71,0,8,0,3.8207559156694186,4.926437709328058,16,1,36.16163412818324,0.642046429817348,Medium
53,PhD,31,HR,5,7,13,45,0.7432250724270406,0.48249197937145727,0.7023332780747642,30,1.0441137939965448,3.9940165874113354,93,5,14,5,3.1494309969075087,3.846051601247274,15,0,75.64838490999165,0.4917327811651169,Low
25,Master,2,HR,5,18,11,115,0.8047382626285102,17.140548361443646,0.8252593794073928,43,2.248513107512424,6.450098154915674,57,9,0,3,2.8769797834821587,2.6730222130241916,16,0,36.891437335362006,0.4142486982588225,Low
51,Master,27,Finance,4,6,2,23,0.4800066457763671,11.994323962159608,0.5493661148781237,32,1.050380152677707,3.9540501052970765,81,1,3,3,3.045298174644506,3.7957106437808674,5,0,71.51719526095806,0.3835989841501112,Low
58,Master,35,Finance,2,16,7,191,0.8035717089023742,1.6240797137833578,0.5946629371810397,29,1.3840277860246109,8.177956809794189,3,8,2,1,3.545392501068226,4.997836268745608,2,0,36.94787236337332,0.45318422502778777,Low
